Hostname,LocalIP,HostType,OSVersion,MachineDomain,OU,SiteName,Product,CVE ID,CVE Description,Status,Severity,Created Date,Closed Date,Closed Dwell Time,Base Score,CVSS Version,Vector,Vendor Advisory,References,Recommended Remediations,Remediation Details,Remediation Links,Group Names,Tags,Host ID,Exploit status value,Exploit status label,Platform,Vulnerable Product Versions,Closed Product Versions,RemediationLevel
RISE-SSRSSBXAPP,10.7.136.104,Server,Windows Server 2016,ead.ubc.ca,"SSRS Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-31956,Windows NTFS Elevation of Privilege Vulnerability,open,HIGH,2021-06-09T15:38:44Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-31956,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,36a636bb1db2406699409980cc2b5ff1,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-SSRSSBXAPP,10.7.136.104,Server,Windows Server 2016,ead.ubc.ca,"SSRS Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-1675,Windows Print Spooler Elevation of Privilege Vulnerability,open,HIGH,2021-06-09T15:38:44Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-1675,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,36a636bb1db2406699409980cc2b5ff1,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-SSRSSBXAPP,10.7.136.104,Server,Windows Server 2016,ead.ubc.ca,"SSRS Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-33742,Windows MSHTML Platform Remote Code Execution Vulnerability,open,HIGH,2021-06-09T15:38:44Z,,0,7.5,3.0,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-33742,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,36a636bb1db2406699409980cc2b5ff1,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-SSRSSBXAPP,10.7.136.104,Server,Windows Server 2016,ead.ubc.ca,"SSRS Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-31979,Windows Kernel Elevation of Privilege Vulnerability,open,HIGH,2021-07-15T20:04:44Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-31979,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,36a636bb1db2406699409980cc2b5ff1,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-SSRSSBXAPP,10.7.136.104,Server,Windows Server 2016,ead.ubc.ca,"SSRS Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-33771,Windows Kernel Elevation of Privilege Vulnerability,open,HIGH,2021-07-15T20:04:44Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-33771,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,36a636bb1db2406699409980cc2b5ff1,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-SSRSSBXAPP,10.7.136.104,Server,Windows Server 2016,ead.ubc.ca,"SSRS Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-34527,Windows Print Spooler Remote Code Execution Vulnerability,open,CRITICAL,2021-07-02T20:14:49Z,,0,9.6,3.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34527,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,36a636bb1db2406699409980cc2b5ff1,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-CLK2NDDEV,142.103.33.35,Server,Windows Server 2016,ead.ubc.ca,"Extranet Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-31979,Windows Kernel Elevation of Privilege Vulnerability,open,HIGH,2021-07-15T19:41:37Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-31979,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,99c8238a251f4ac3b982b260b8e24c54,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-CLK2NDDEV,142.103.33.35,Server,Windows Server 2016,ead.ubc.ca,"Extranet Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-34527,Windows Print Spooler Remote Code Execution Vulnerability,open,CRITICAL,2021-07-02T20:01:39Z,,0,9.6,3.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34527,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,99c8238a251f4ac3b982b260b8e24c54,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-CLK2NDDEV,142.103.33.35,Server,Windows Server 2016,ead.ubc.ca,"Extranet Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-33771,Windows Kernel Elevation of Privilege Vulnerability,open,HIGH,2021-07-15T19:41:37Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-33771,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,99c8238a251f4ac3b982b260b8e24c54,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-RPTPRODAPP,137.82.116.59,Server,Windows Server 2016,ead.ubc.ca,"ExR Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-31956,Windows NTFS Elevation of Privilege Vulnerability,open,HIGH,2021-06-09T14:57:29Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-31956,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,0a2890fc87d2461ca0265d111c824ff6,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-RPTPRODAPP,137.82.116.59,Server,Windows Server 2016,ead.ubc.ca,"ExR Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-34527,Windows Print Spooler Remote Code Execution Vulnerability,open,CRITICAL,2021-07-02T19:01:48Z,,0,9.6,3.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34527,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,0a2890fc87d2461ca0265d111c824ff6,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-RPTPRODAPP,137.82.116.59,Server,Windows Server 2016,ead.ubc.ca,"ExR Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-33771,Windows Kernel Elevation of Privilege Vulnerability,open,HIGH,2021-07-15T19:29:41Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-33771,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,0a2890fc87d2461ca0265d111c824ff6,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-RPTPRODAPP,137.82.116.59,Server,Windows Server 2016,ead.ubc.ca,"ExR Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-1675,Windows Print Spooler Elevation of Privilege Vulnerability,open,HIGH,2021-06-09T14:57:29Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-1675,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,0a2890fc87d2461ca0265d111c824ff6,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-RPTPRODAPP,137.82.116.59,Server,Windows Server 2016,ead.ubc.ca,"ExR Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-33742,Windows MSHTML Platform Remote Code Execution Vulnerability,open,HIGH,2021-06-09T14:57:29Z,,0,7.5,3.0,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-33742,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,0a2890fc87d2461ca0265d111c824ff6,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-RPTPRODAPP,137.82.116.59,Server,Windows Server 2016,ead.ubc.ca,"ExR Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-31979,Windows Kernel Elevation of Privilege Vulnerability,open,HIGH,2021-07-15T19:29:41Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-31979,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,0a2890fc87d2461ca0265d111c824ff6,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-PRPDEVSQL6,10.7.144.94,Server,Windows Server 2016,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-34527,Windows Print Spooler Remote Code Execution Vulnerability,open,CRITICAL,2021-07-02T19:43:35Z,,0,9.6,3.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34527,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",25dc9465f5ae4d9187fd264ca9837156,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-PRPDEVSQL6,10.7.144.94,Server,Windows Server 2016,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-31956,Windows NTFS Elevation of Privilege Vulnerability,open,HIGH,2021-06-09T16:08:06Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-31956,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",25dc9465f5ae4d9187fd264ca9837156,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-PRPDEVSQL6,10.7.144.94,Server,Windows Server 2016,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-31979,Windows Kernel Elevation of Privilege Vulnerability,open,HIGH,2021-07-15T20:06:11Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-31979,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",25dc9465f5ae4d9187fd264ca9837156,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-PRPDEVSQL6,10.7.144.94,Server,Windows Server 2016,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-33771,Windows Kernel Elevation of Privilege Vulnerability,open,HIGH,2021-07-15T20:06:11Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-33771,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",25dc9465f5ae4d9187fd264ca9837156,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-PRPDEVSQL6,10.7.144.94,Server,Windows Server 2016,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-33742,Windows MSHTML Platform Remote Code Execution Vulnerability,open,HIGH,2021-06-09T16:08:06Z,,0,7.5,3.0,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-33742,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",25dc9465f5ae4d9187fd264ca9837156,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-PRPDEVSQL6,10.7.144.94,Server,Windows Server 2016,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-1675,Windows Print Spooler Elevation of Privilege Vulnerability,open,HIGH,2021-06-09T16:08:06Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-1675,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",25dc9465f5ae4d9187fd264ca9837156,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-CLKPREAPP,137.82.116.41,Server,Windows Server 2016,ead.ubc.ca,"Extranet Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-34527,Windows Print Spooler Remote Code Execution Vulnerability,open,CRITICAL,2021-07-02T19:43:25Z,,0,9.6,3.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34527,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,6af867a781c140faa16df2779ce4af1d,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
